Date,Time,Message,Datetime
2026-03-26,08:21:08,"מבזק פיקוד העורף - התרעה מקדימה  (26/03/2026 08:21)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, שומרון, ירושלים, שפלת יהודה, לכיש, שרון, בקעה, מערב לכיש לרשימת הישובים המלאה  צופר - צבע אדום",2026-03-26 08:21:08
2026-03-26,08:54:56,"מבזק פיקוד העורף - התרעה מקדימה  (26/03/2026 08:54)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שפלת יהודה, לכיש, יהודה, ים המלח, שומרון, ירושלים, דן, ירקון, השפלה, בקעה, מערב לכיש לרשימת הישובים המלאה  צופר - צבע אדום",2026-03-26 08:54:56
2026-03-26,17:42:49,"מבזק פיקוד העורף - התרעה מקדימה  (26/03/2026 17:42)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים מערב לכיש, ירושלים, בקעה, שומרון, שפלת יהודה, לכיש, דן, ירקון, השפלה לרשימת הישובים המלאה  צופר - צבע אדום",2026-03-26 17:42:49
2026-03-27,13:24:32,"מבזק פיקוד העורף - התרעה מקדימה  (27/03/2026 13:24)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שפלת יהודה, לכיש, דן, ירקון, השפלה, ירושלים, יהודה, ים המלח, בקעה, שומרון לרשימת הישובים המלאה  צופר - צבע אדום",2026-03-27 13:24:32
2026-03-28,14:18:23,"מבזק פיקוד העורף - התרעה מקדימה  (28/03/2026 14:18)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שפלת יהודה, לכיש, יהודה, ים המלח, שומרון, דן, ירקון, השפלה, ירושלים, מערב לכיש, בקעה, דרום הנגב, מרכז הנגב, מערב הנגב, ערבה לרשימת הישובים המלאה  צופר - צבע אדום",2026-03-28 14:18:23
2026-03-29,13:22:13,"מבזק פיקוד העורף - התרעה מקדימה  (29/03/2026 13:22)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים ירושלים, יהודה, ים המלח, לכיש, שפלת יהודה, בקעה, שומרון, דן, ירקון, השפלה לרשימת הישובים המלאה  צופר - צבע אדום",2026-03-29 13:22:13
2026-03-29,15:36:08,"מבזק פיקוד העורף - התרעה מקדימה  (29/03/2026 15:36)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים יהודה, לכיש, שפלת יהודה, ים המלח, ירושלים, דן, ירקון, השפלה, בקעה, שומרון לרשימת הישובים המלאה  צופר - צבע אדום",2026-03-29 15:36:08
2026-03-31,05:29:29,"מבזק פיקוד העורף - התרעה מקדימה  (31/03/2026 05:29)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים ירושלים, יהודה, ים המלח, לכיש, שפלת יהודה, שומרון, בקעה, דן, ירקון, השפלה, מערב לכיש לרשימת הישובים המלאה  צופר - צבע אדום",2026-03-31 05:29:29
2026-03-31,10:59:07,"מבזק פיקוד העורף - התרעה מקדימה  (31/03/2026 10:59)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, דן, ירקון, השפלה, שרון, בקעה לרשימת הישובים המלאה  צופר - צבע אדום",2026-03-31 10:59:07
2026-04-02,03:25:11,"מבזק פיקוד העורף - התרעה מקדימה  (02/04/2026 03:25)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, דן, ירקון, השפלה, יהודה, ים המלח, לכיש, שפלת יהודה, בקעה, ירושלים, מערב לכיש, המפרץ, הכרמל, קו העימות, העמקים, מרכז הגליל, גליל תחתון, גליל עליון, דרום הגולן לרשימת הישובים המלאה  צופר - צבע אדום",2026-04-02 03:25:11
2026-04-02,17:47:26,"מבזק פיקוד העורף - התרעה מקדימה  (02/04/2026 17:47)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים ירושלים, ים המלח, יהודה, שומרון, בקעה, שפלת יהודה, דן לרשימת הישובים המלאה  צופר - צבע אדום",2026-04-02 17:47:26
2026-04-02,19:45:12,"מבזק פיקוד העורף - התרעה מקדימה  (02/04/2026 19:45)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דרום הנגב, ערבה, ים המלח, יהודה, ירושלים, לכיש, שפלת יהודה, מערב לכיש, שומרון, השפלה, ירקון, דן, שרון, בקעה לרשימת הישובים המלאה  צופר - צבע אדום",2026-04-02 19:45:12
